Item Fat Content,Item Identifier,Item Type,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Rating,Outlet_Age,Item_Visibility_Log,Sales_Log
Low Fat,FDD17,Frozen Foods,OUT017,Tier 2,Small,Supermarket Type1,0.032811503,7.5,5.0,4,-3.4169761238538254,5.483512291263672
Low Fat,FDJ28,Frozen Foods,OUT017,Tier 2,Small,Supermarket Type1,0.021984639,12.3,5.0,4,-3.817411296770737,5.258620780185058
Low Fat,FDP16,Frozen Foods,OUT017,Tier 2,Small,Supermarket Type1,0.039517121,18.6,5.0,4,-3.2310212579463844,5.499952051768178
Low Fat,FDB20,Fruits and Vegetables,OUT017,Tier 2,Small,Supermarket Type1,0.052274691,7.72,5.0,4,-2.9512429447322557,4.384506058361002
Low Fat,FDP56,Fruits and Vegetables,OUT017,Tier 2,Small,Supermarket Type1,0.046747071,8.185,5.0,4,-3.063003677616602,3.9312215287216135
Low Fat,FDT43,Fruits and Vegetables,OUT017,Tier 2,Small,Supermarket Type1,0.020664178,16.35,5.0,4,-3.8793536092109866,3.9480154363581934
Low Fat,DRI59,Hard Drinks,OUT017,Tier 2,Small,Supermarket Type1,0.041065647,9.5,5.0,4,-3.19258334640454,5.413914904632342
Low Fat,DRN47,Hard Drinks,OUT017,Tier 2,Small,Supermarket Type1,0.016921927,12.1,5.0,4,-4.079145042400018,5.189428411039089
Low Fat,DRM23,Hard Drinks,OUT017,Tier 2,Small,Supermarket Type1,0.136500981,16.6,5.0,4,-1.9914234775697608,5.161020034524116
Low Fat,NCN53,Health and Hygiene,OUT017,Tier 2,Small,Supermarket Type1,0.030527166,5.175,5.0,4,-3.4891383032718264,3.543489453890939
Low Fat,NCT53,Health and Hygiene,OUT017,Tier 2,Small,Supermarket Type1,0.048388423,5.4,5.0,4,-3.028494688085926,5.100187108108097
Low Fat,NCQ05,Health and Hygiene,OUT017,Tier 2,Small,Supermarket Type1,1e-09,11.395,5.0,4,-20.72326583694641,5.012438999774046
Low Fat,NCM53,Health and Hygiene,OUT017,Tier 2,Small,Supermarket Type1,0.05233528,18.75,5.0,4,-2.9500845655415175,4.692521505190819
Low Fat,NCX42,Household,OUT017,Tier 2,Small,Supermarket Type1,0.006012413,6.36,5.0,4,-5.113929113509417,5.100187108108097
Low Fat,NCT18,Household,OUT017,Tier 2,High,Supermarket Type1,0.059741172,14.6,5.0,4,-2.8177338480404437,5.196824915827634
Low Fat,NCI30,Household,OUT017,Tier 2,High,Supermarket Type1,0.059268885,20.25,5.0,4,-2.825670815574628,5.511192376385448
Low Fat,NCE54,Household,OUT017,Tier 2,High,Supermarket Type1,0.027052018,20.7,5.0,4,-3.609993673884481,4.316626409042278
Low Fat,FDH19,Meat,OUT017,Tier 2,High,Supermarket Type1,0.033275634,19.35,5.0,4,-3.4029298615391235,5.164064570917784
Low Fat,FDT03,Meat,OUT017,Tier 2,High,Supermarket Type1,0.01005532,21.25,5.0,4,-4.59965343130122,5.215809289012791
Low Fat,NCN19,Others,OUT017,Tier 2,High,Supermarket Type1,0.012167988,13.1,5.0,4,-4.408946710218926,5.253597158858127
Low Fat,NCQ43,Others,OUT017,Tier 2,High,Supermarket Type1,0.111931193,17.75,5.0,4,-2.189870944690518,4.69949078541013
Low Fat,FDK09,Snack Foods,OUT017,Tier 2,High,Supermarket Type1,0.092282353,15.2,5.0,4,-2.3829023475187867,5.430376676189884
Low Fat,FDV46,Snack Foods,OUT017,Tier 2,High,Supermarket Type1,0.012679191,18.2,5.0,4,-4.367793133270274,4.9474682764620805
Low Fat,FDY46,Snack Foods,OUT017,Tier 2,High,Supermarket Type1,0.048160824,18.6,5.0,4,-3.033209368493388,5.246970386508911
Regular,FDK26,Canned,OUT045,Tier 2,High,Supermarket Type1,0.032242661,5.46,5.0,9,-3.434464827528875,5.239755615549772
Regular,FDI50,Canned,OUT045,Tier 2,High,Supermarket Type1,0.030905215,8.42,5.0,9,-3.4768303390919924,5.432127720259297
Regular,FDB26,Canned,OUT045,Tier 2,High,Supermarket Type1,0.031330907,14.0,5.0,9,-3.463150224548791,3.9771363613165596
Regular,FDY49,Canned,OUT045,Tier 2,High,Supermarket Type1,0.012036432,17.2,5.0,9,-4.419817228535422,5.116306161589969
Regular,FDB04,Dairy,OUT045,Tier 2,High,Supermarket Type1,0.063354531,11.35,5.0,9,-2.7590088514893103,4.4996496575289
Regular,FDA02,Dairy,OUT045,Tier 2,High,Supermarket Type1,0.029782937,14.0,5.0,9,-3.513819633352154,4.993004786040105
Regular,FDZ28,Frozen Foods,OUT045,Tier 2,High,Supermarket Type1,0.051596927,20.0,5.0,9,-2.9642931625316113,4.860337847687495
Regular,FDE17,Frozen Foods,OUT045,Tier 2,High,Supermarket Type1,0.054565932,20.1,5.0,9,-2.9083455470168174,5.031983132167875
Regular,FDQ19,Fruits and Vegetables,OUT045,Tier 2,High,Supermarket Type1,0.014394261,7.35,5.0,9,-4.240925693505686,5.490387913795528
Regular,FDM08,Fruits and Vegetables,OUT045,Tier 2,High,Supermarket Type1,0.053692878,10.1,5.0,9,-2.924474911961208,5.41123882609274
Regular,FDP03,Meat,OUT045,Tier 2,High,Supermarket Type1,0.061301149,5.15,5.0,9,-2.7919566923330907,4.813312174429897
Regular,FDU58,Snack Foods,OUT045,Tier 2,High,Supermarket Type1,1e-09,6.61,5.0,9,-20.72326583694641,5.233724443930732
Regular,FDU46,Snack Foods,OUT045,Tier 2,High,Supermarket Type1,0.011148865,10.3,5.0,9,-4.4964175799793145,4.452648179152653
Regular,FDY34,Snack Foods,OUT045,Tier 2,High,Supermarket Type1,0.01100413,10.5,5.0,9,-4.509484622103733,5.125059807335879
Regular,FDO09,Snack Foods,OUT045,Tier 2,High,Supermarket Type1,0.125528734,13.5,5.0,9,-2.075220590441465,5.57288000433764
Regular,FDP48,Baking Goods,OUT017,Tier 2,High,Supermarket Type1,0.044272226,7.52,5.0,4,-3.1173977511439466,5.206174664983806
Regular,FDI12,Baking Goods,OUT017,Tier 2,High,Supermarket Type1,0.100966837,9.395,5.0,4,-2.292963162593057,4.476035968745158
Regular,FDY12,Baking Goods,OUT017,Tier 2,High,Supermarket Type1,0.141406394,9.8,5.0,4,-1.9561173073058142,3.931841318875807
Regular,FDX48,Baking Goods,OUT017,Tier 2,High,Supermarket Type1,0.038102203,17.75,5.0,4,-3.267483176998772,5.043848253190918
Regular,FDV60,Baking Goods,OUT017,Tier 2,High,Supermarket Type1,0.118025091,20.2,5.0,4,-2.1368580415269953,5.282243877365067
Regular,FDQ47,Breads,OUT017,Tier 2,High,Supermarket Type1,0.169137707,7.155,5.0,4,-1.7770420615367934,3.591470573577058
Regular,FDZ13,Canned,OUT017,Tier 2,High,Supermarket Type1,0.154363209,7.84,5.0,4,-1.8684469534642842,3.9480655967750753
Regular,FDM04,Frozen Foods,OUT017,Tier 2,High,Supermarket Type1,0.047387144,9.195,5.0,4,-3.049404310697579,3.9486750377283117
Regular,FDS04,Frozen Foods,OUT017,Tier 2,High,Supermarket Type1,0.147492524,10.195,5.0,4,-1.9139777892325402,4.959929897038639
Regular,FDV28,Frozen Foods,OUT017,Tier 2,High,Supermarket Type1,1e-09,16.1,5.0,4,-20.72326583694641,3.5878373783355126
Regular,FDU19,Fruits and Vegetables,OUT017,Tier 2,Medium,Supermarket Type1,0.047036036,8.77,5.0,4,-3.0568412476500555,5.144829300477121
Regular,FDE56,Fruits and Vegetables,OUT017,Tier 2,Medium,Supermarket Type1,0.160095901,17.25,5.0,4,-1.8319822620555062,4.135476908578243
Regular,FDI07,Meat,OUT017,Tier 2,Medium,Supermarket Type1,0.033951827,12.35,5.0,4,-3.382812611992387,5.289491533210484
Regular,FDU15,Meat,OUT017,Tier 2,Medium,Supermarket Type1,1e-09,13.65,5.0,4,-20.72326583694641,3.6284179439940654
Regular,FDU27,Meat,OUT017,Tier 2,Medium,Supermarket Type1,0.172446822,18.6,5.0,4,-1.7576663682991034,3.8740635765213676
Regular,FDN39,Meat,OUT017,Tier 2,Medium,Supermarket Type1,0.065890998,19.35,5.0,4,-2.7197534477149,5.124449575767972
Regular,FDV10,Snack Foods,OUT017,Tier 2,Medium,Supermarket Type1,0.067083367,7.645,5.0,4,-2.7018191494883457,3.8069113476915075
Regular,FDO45,Snack Foods,OUT017,Tier 2,Medium,Supermarket Type1,0.038167453,13.15,5.0,4,-3.265772142248096,4.5051907220234835
Regular,FDB23,Starchy Foods,OUT017,Tier 2,Medium,Supermarket Type1,0.005620213,19.2,5.0,4,-5.181385715438866,5.427616942654439
Low Fat,NCY41,Health and Hygiene,OUT017,Tier 2,Medium,Supermarket Type1,0.076164013,16.75,5.0,4,-2.5748661981855054,3.556866907458683
Regular,FDW31,Fruits and Vegetables,OUT017,Tier 2,Medium,Supermarket Type1,0.043402224,11.35,5.0,4,-3.1372445949490877,5.288641707968986
Regular,FDR55,Fruits and Vegetables,OUT017,Tier 2,Medium,Supermarket Type1,0.13283066,12.15,5.0,4,-2.0186801950930113,5.255864876825968
Regular,FDX10,Snack Foods,OUT017,Tier 2,Medium,Supermarket Type1,0.124410284,6.385,5.0,4,-2.0841704332836466,3.5663558245774376
Low Fat,DRF49,Soft Drinks,OUT035,Tier 2,Small,Supermarket Type1,0.071064499,7.27,5.0,7,-2.6441673776999215,4.7488531268439695
Low Fat,FDA23,Baking Goods,OUT035,Tier 2,Small,Supermarket Type1,0.047178116,9.8,5.0,7,-3.053825137974569,4.609178143385628
Low Fat,FDR60,Baking Goods,OUT035,Tier 2,Small,Supermarket Type1,0.130390458,14.3,5.0,7,-2.03722180701362,4.359688996952166
Low Fat,FDN60,Baking Goods,OUT035,Tier 2,Small,Supermarket Type1,0.095140088,15.1,5.0,7,-2.352404863025728,5.081158371997749
Low Fat,FDU48,Baking Goods,OUT035,Tier 2,Small,Supermarket Type1,0.055347985,18.85,5.0,7,-2.8941150251875385,4.886796962081464
Low Fat,FDG60,Baking Goods,OUT035,Tier 2,Small,Supermarket Type1,0.060688248,20.35,5.0,7,-2.802005207568858,5.460698086495311
Low Fat,FDU11,Breads,OUT035,Tier 2,Small,Supermarket Type1,0.092576144,4.785,5.0,7,-2.3797237947108805,4.804101369375998
Low Fat,FDT49,Canned,OUT035,Tier 2,Small,Supermarket Type1,0.151376958,7.0,5.0,7,-1.8879821424278767,4.693437440699723
Low Fat,FDS37,Canned,OUT035,Tier 2,Small,Supermarket Type1,0.031938828,7.655,5.0,7,-3.443932830669381,4.7462286787827255
Low Fat,FDK50,Canned,OUT035,Tier 2,Small,Supermarket Type1,0.028357839,7.96,5.0,7,-3.562851779093142,5.101629506832936
Low Fat,FDG26,Canned,OUT035,Tier 2,Small,Supermarket Type1,0.042641788,18.85,5.0,7,-3.154920567545903,5.556183066089797
Low Fat,FDD14,Canned,OUT035,Tier 2,Small,Supermarket Type1,0.169776346,20.7,5.0,7,-1.773273319873524,5.222659116411064
Low Fat,FDK41,Frozen Foods,OUT035,Tier 2,Small,Supermarket Type1,0.127517605,14.3,5.0,7,-2.0595008454842327,4.466165556778914
Low Fat,FDD16,Frozen Foods,OUT035,Tier 2,Small,Supermarket Type1,0.036346224,20.5,5.0,7,-3.3146649593530086,4.3036541979874805
Low Fat,FDZ44,Fruits and Vegetables,OUT035,Tier 2,Small,Supermarket Type1,0.038721734,8.185,5.0,7,-3.2513542345186406,4.7611546120459876
Low Fat,FDO44,Fruits and Vegetables,OUT035,Tier 2,Small,Supermarket Type1,0.087436672,12.6,5.0,7,-2.436840496222432,4.708834463847648
Low Fat,DRL11,Hard Drinks,OUT035,Tier 2,Small,Supermarket Type1,0.048009081,10.5,5.0,7,-3.0363650984679444,5.0631935880343875
Low Fat,NCU17,Health and Hygiene,OUT035,Tier 2,Small,Supermarket Type1,0.092865746,5.32,5.0,7,-2.3766004202086735,4.6217067010280415
Low Fat,NCL41,Health and Hygiene,OUT035,Tier 2,Small,Supermarket Type1,0.041729735,12.35,5.0,7,-3.1765413347463114,3.6195722475145935
Low Fat,NCS53,Health and Hygiene,OUT035,Tier 2,Small,Supermarket Type1,0.089761211,14.5,5.0,7,-2.410602345765784,5.078047183155507
Low Fat,NCV17,Health and Hygiene,OUT035,Tier 2,Small,Supermarket Type1,0.016104504,18.85,5.0,7,-4.128656294562094,4.8771998968640276
Low Fat,NCO14,Household,OUT035,Tier 2,Small,Supermarket Type1,0.029638267,9.6,5.0,7,-3.5186889485496877,3.7752543786106396
Low Fat,NCU18,Household,OUT035,Tier 2,Small,Supermarket Type1,0.055829496,15.1,5.0,7,-2.8854529471052364,4.950528538164133
Low Fat,NCI54,Household,OUT035,Tier 2,Small,Supermarket Type1,0.033592687,15.2,5.0,7,-3.393446884511442,4.693100473982986
Low Fat,NCQ50,Household,OUT035,Tier 2,Small,Supermarket Type1,1e-09,18.75,5.0,7,-20.72326583694641,5.367478623857299
Low Fat,NCC18,Household,OUT035,Tier 2,Small,Supermarket Type1,0.177236497,19.1,5.0,7,-1.7302702970077508,5.155267675445204
Low Fat,NCQ38,Others,OUT035,Tier 2,Small,Supermarket Type1,0.013363902,16.35,5.0,7,-4.315198087648307,4.674024381193265
Low Fat,FDL10,Snack Foods,OUT035,Tier 2,Small,Supermarket Type1,0.039484739,8.395,5.0,7,-3.2318410361595427,4.594151704865487
Low Fat,FDE34,Snack Foods,OUT035,Tier 2,Small,Supermarket Type1,0.107870997,9.195,5.0,7,-2.2268192380306706,5.205452893563138
Low Fat,FDL46,Snack Foods,OUT035,Tier 2,Small,Supermarket Type1,0.054046706,20.35,5.0,7,-2.9179066803248226,4.792036400164735
Low Fat,FDH10,Snack Foods,OUT035,Tier 2,Small,Supermarket Type1,0.049295686,21.0,5.0,7,-3.0099187068332784,5.275293336099891
Low Fat,DRE60,Soft Drinks,OUT035,Tier 2,Small,Supermarket Type1,0.159304333,9.395,5.0,7,-1.8369388621849558,5.425707439815773
Low Fat,DRD60,Soft Drinks,OUT035,Tier 2,Small,Supermarket Type1,0.03722507,15.7,5.0,7,-3.29077281995715,5.212015192559951
Regular,FDR36,Baking Goods,OUT035,Tier 2,Small,Supermarket Type1,0.121563385,6.715,5.0,7,-2.1073194649902165,3.800988646141182
Regular,FDL24,Baking Goods,OUT035,Tier 2,Small,Supermarket Type1,0.024891881,10.3,5.0,7,-3.6932135929390113,5.147158373825543
Regular,FDM36,Baking Goods,OUT035,Tier 2,Small,Supermarket Type1,0.058719726,11.65,5.0,7,-2.834979560899298,5.1483208794347695
Regular,FDD26,Canned,OUT035,Tier 2,Small,Supermarket Type1,0.072141818,8.71,5.0,7,-2.629121402826225,5.2170660955226005
Regular,FDI02,Canned,OUT035,Tier 2,Small,Supermarket Type1,0.11454343,15.7,5.0,7,-2.166801226594356,4.742496120224965
Regular,FDE04,Frozen Foods,OUT035,Tier 2,Small,Supermarket Type1,0.018019662,19.75,5.0,7,-4.016291783914596,5.2071117514807925
Regular,FDQ08,Fruits and Vegetables,OUT035,Tier 2,Small,Supermarket Type1,0.018926773,15.7,5.0,7,-3.9671777984457894,4.115022623207828
Regular,FDV20,Fruits and Vegetables,OUT035,Tier 2,Small,Supermarket Type1,0.059790095,20.2,5.0,7,-2.8169152671961224,4.855678289276357
Regular,FDW03,Meat,OUT035,Tier 2,Small,Supermarket Type1,0.024536636,5.63,5.0,7,-3.7075879314105995,4.674048650930864
Regular,FDX51,Meat,OUT035,Tier 2,Small,Supermarket Type1,0.022054553,9.5,5.0,7,-3.8142362131436585,5.280383512007819
Regular,FDR03,Meat,OUT035,Tier 2,Small,Supermarket Type1,0.008734284,15.7,5.0,7,-4.740499307845635,5.341846094557858
Regular,FDW21,Snack Foods,OUT035,Tier 2,Small,Supermarket Type1,0.005962753,5.34,5.0,7,-5.122222991802055,4.638951130391008
Regular,FDJ58,Snack Foods,OUT035,Tier 2,Small,Supermarket Type1,0.105276162,15.6,5.0,7,-2.251168267236809,5.16064254462093
Low Fat,FDR48,Baking Goods,OUT010,Tier 3,Medium,Grocery Store,0.220111117,11.65,5.0,13,-1.5136227828656412,5.036968186707778
Low Fat,FDO16,Frozen Foods,OUT010,Tier 3,Medium,Grocery Store,0.02528802,5.48,5.0,13,-3.677424513180174,4.434678380947714
Low Fat,FDE53,Frozen Foods,OUT010,Tier 3,Medium,Grocery Store,0.044991876,10.895,5.0,13,-3.1012733388432543,4.684240112971572
Low Fat,FDV31,Fruits and Vegetables,OUT010,Tier 3,Medium,Grocery Store,0.178622919,9.8,5.0,13,-1.7224782929049371,5.187033788582687
Low Fat,FDF32,Fruits and Vegetables,OUT010,Tier 3,Medium,Grocery Store,0.113953562,16.35,5.0,13,-2.1719642644547412,5.294523177708373
Low Fat,DRN35,Hard Drinks,OUT010,Tier 3,Medium,Grocery Store,0.117580062,8.01,5.0,13,-2.140635798707606,3.6284179439940654
Low Fat,NCQ17,Health and Hygiene,OUT010,Tier 3,Medium,Grocery Store,0.195721125,10.3,5.0,13,-1.6310644645703765,5.059190510032592
Low Fat,NCQ41,Health and Hygiene,OUT010,Tier 3,Medium,Grocery Store,0.032606181,14.8,5.0,13,-3.4232534073545224,5.270840305977926
Low Fat,NCN06,Household,OUT010,Tier 3,Medium,Grocery Store,0.20168772,8.39,5.0,13,-1.601034718374146,5.099175945593761
Low Fat,NCF30,Household,OUT010,Tier 3,Medium,Grocery Store,0.211306673,17.0,5.0,13,-1.554444774167825,4.837362275524081
Low Fat,FDQ39,Meat,OUT010,Tier 3,High,Grocery Store,0.13564792,14.8,5.0,13,-1.9976925735738205,5.2568941496631645
Low Fat,FDL45,Snack Foods,OUT010,Tier 3,High,Grocery Store,0.063081713,15.6,5.0,13,-2.763324361263626,4.842377576266316
Low Fat,FDR10,Snack Foods,OUT010,Tier 3,High,Grocery Store,0.016804724,17.6,5.0,13,-4.086095241623366,5.102638192688507
Low Fat,FDZ09,Snack Foods,OUT010,Tier 3,High,Grocery Store,0.175545889,17.6,5.0,13,-1.7398547944715756,5.104045488252265
Low Fat,DRJ13,Soft Drinks,OUT010,Tier 3,High,Grocery Store,0.105265475,12.65,5.0,13,-2.2512697863487667,5.081142218825919
Low Fat,DRD24,Soft Drinks,OUT010,Tier 3,High,Grocery Store,0.051544658,13.85,5.0,13,-2.9653067014349452,4.966442346514781
Low Fat,DRH25,Soft Drinks,OUT010,Tier 3,High,Grocery Store,0.02442574,18.7,5.0,13,-3.7121177846852085,3.987731410491339
Regular,FDC60,Baking Goods,OUT010,Tier 3,High,Grocery Store,0.191603334,5.425,5.0,13,-1.6523280127616966,4.477920734872597
Regular,FDJ36,Baking Goods,OUT010,Tier 3,High,Grocery Store,0.214681063,14.5,5.0,13,-1.5386017801299638,4.641822218288257
Regular,FDU47,Breads,OUT010,Tier 3,High,Grocery Store,0.190569038,12.8,5.0,13,-1.657740745868447,4.940096943256798
Regular,FDA03,Dairy,OUT010,Tier 3,High,Grocery Store,0.076097035,18.5,5.0,13,-2.5757459767657784,4.989140596055461
Regular,FDY40,Frozen Foods,OUT010,Tier 3,High,Grocery Store,0.143670179,15.5,5.0,13,-1.9402350300495177,3.901350253691838
Regular,FDZ16,Frozen Foods,OUT010,Tier 3,High,Grocery Store,0.267565911,16.85,5.0,13,-1.318389346734967,5.273757220183628
Regular,FDW07,Fruits and Vegetables,OUT010,Tier 3,High,Grocery Store,0.238831875,18.0,5.0,13,-1.4319954264718417,4.49145710681123
Low Fat,FDW23,Baking Goods,OUT013,Tier 3,High,Supermarket Type1,0.081944045,5.765,5.0,10,-2.5017186426925337,3.6300950131257266
Low Fat,FDW59,Breads,OUT013,Tier 3,High,Supermarket Type1,0.020698674,13.15,5.0,10,-3.8776856387336274,4.469998591825296
Low Fat,DRF27,Dairy,OUT013,Tier 3,High,Supermarket Type1,0.028393624,8.93,5.0,10,-3.561590666062709,5.0397668206025035
Low Fat,FDB15,Dairy,OUT013,Tier 3,High,Supermarket Type1,0.136696892,10.895,5.0,10,-1.989989271428767,5.581828753770825
Low Fat,FDG16,Frozen Foods,OUT013,Tier 3,High,Supermarket Type1,0.089742065,15.25,5.0,10,-2.41081566777861,5.369331127993962
Low Fat,FDJ04,Frozen Foods,OUT013,Tier 3,High,Supermarket Type1,0.124348482,18.0,5.0,10,-2.0846673162861253,4.781745263350466
Low Fat,FDJ32,Fruits and Vegetables,OUT013,Tier 3,High,Supermarket Type1,0.057744249,10.695,5.0,10,-2.8517315189546757,4.131216364997951
Low Fat,FDM56,Fruits and Vegetables,OUT013,Tier 3,High,Supermarket Type1,0.070133177,16.7,5.0,10,-2.657359315876629,4.708549540441426
Low Fat,FDB45,Fruits and Vegetables,OUT013,Tier 3,High,Supermarket Type1,0.021312043,20.85,5.0,10,-3.848482966983551,4.662784162710177
Low Fat,DRJ23,Hard Drinks,OUT013,Tier 3,High,Supermarket Type1,0.041634206,18.35,5.0,10,-3.1788331899697737,5.2427370010522365
Low Fat,NCN06,Household,OUT013,Tier 3,High,Supermarket Type1,0.120396991,8.39,5.0,10,-2.116960738114066,5.102830323824677
Low Fat,NCF43,Household,OUT013,Tier 3,High,Supermarket Type1,0.05190268,8.51,5.0,10,-2.958384852378545,4.964570412967177
Low Fat,NCG07,Household,OUT013,Tier 3,High,Supermarket Type1,0.052458358,12.3,5.0,10,-2.94773560507139,5.245723226427438
Low Fat,NCB55,Household,OUT013,Tier 3,High,Supermarket Type1,0.160529322,15.7,5.0,10,-1.8292786615093575,4.098605471640768
Low Fat,NCN30,Household,OUT013,Tier 3,High,Supermarket Type1,0.016979063,16.35,5.0,10,-4.075774282189276,4.589457383943424
Low Fat,FDF22,Snack Foods,OUT013,Tier 3,High,Supermarket Type1,0.056783389,6.865,5.0,10,-2.8685114432091465,5.373062064520273
Low Fat,FDQ10,Snack Foods,OUT013,Tier 3,High,Supermarket Type1,0.03315162,12.85,5.0,10,-3.4066636947660247,5.145412077566233
Low Fat,DRK13,Soft Drinks,OUT013,Tier 3,High,Supermarket Type1,0.11507174,11.8,5.0,10,-2.162199519030539,5.294351512936123
Low Fat,DRL37,Soft Drinks,OUT013,Tier 3,High,Supermarket Type1,0.053327763,15.5,5.0,10,-2.9312982016210483,3.817206703645991
Regular,FDL38,Canned,OUT013,Tier 3,High,Supermarket Type1,0.014720848,13.8,5.0,10,-4.218490558645072,4.509949202205683
Regular,FDV13,Canned,OUT013,Tier 3,High,Supermarket Type1,0.02758789,17.35,5.0,10,-3.590378370661871,4.4680391796635375
Regular,FDX04,Frozen Foods,OUT013,Tier 3,High,Supermarket Type1,0.041536962,19.6,5.0,10,-3.1811715975369745,3.850947281880623
Regular,FDF53,Frozen Foods,OUT013,Tier 3,High,Supermarket Type1,0.083536989,20.75,5.0,10,-2.482465763176975,5.200328502269729
Regular,FDD21,Fruits and Vegetables,OUT013,Tier 3,High,Supermarket Type1,1e-09,10.3,5.0,10,-20.72326583694641,4.753741903735353
Regular,FDO20,Fruits and Vegetables,OUT013,Tier 3,High,Supermarket Type1,0.152001201,12.85,5.0,10,-1.8838668568512864,5.534725354954063
Regular,FDC21,Fruits and Vegetables,OUT013,Tier 3,High,Supermarket Type1,0.042923071,14.6,5.0,10,-3.148345812055204,4.707955989918536
Regular,FDV19,Fruits and Vegetables,OUT013,Tier 3,High,Supermarket Type1,0.035227697,14.85,5.0,10,-3.345922659188665,5.078654002351358
Regular,FDW43,Fruits and Vegetables,OUT013,Tier 3,High,Supermarket Type1,0.022406575,20.1,5.0,10,-3.7984008364059876,5.424525257680205
Regular,FDO46,Snack Foods,OUT013,Tier 3,High,Supermarket Type1,0.014200671,9.6,5.0,10,-4.2544660619702075,5.237437212085916
Regular,FDT10,Snack Foods,OUT013,Tier 3,High,Supermarket Type1,0.061992874,16.7,5.0,10,-2.7807358360265053,4.126427683777662
Regular,FDB23,Starchy Foods,OUT013,Tier 3,High,Supermarket Type1,0.005583951,19.2,5.0,10,-5.1878586886322005,5.428934140796028
Low Fat,FDN60,Baking Goods,OUT018,Tier 3,Medium,Supermarket Type2,0.095545715,15.1,5.0,2,-2.3481504549320102,5.064873448125116
Low Fat,FDU23,Breads,OUT018,Tier 3,Medium,Supermarket Type2,0.021811987,12.15,5.0,2,-3.8252955979207,5.103630068143602
Low Fat,FDM13,Breakfast,OUT018,Tier 3,Medium,Supermarket Type2,0.063432676,6.425,5.0,2,-2.7577761559872265,4.896813900761918
Low Fat,FDB50,Canned,OUT018,Tier 3,Medium,Supermarket Type2,0.154244343,13.0,5.0,2,-1.8692172910993017,4.369430130791006
Low Fat,FDC04,Dairy,OUT018,Tier 3,Medium,Supermarket Type2,0.045168898,15.6,5.0,2,-3.097346526336718,5.497108387437379
Low Fat,DRF03,Dairy,OUT018,Tier 3,Medium,Supermarket Type2,0.045492697,19.1,5.0,2,-3.0902034714021234,3.7211965845903396
Low Fat,FDG53,Frozen Foods,OUT018,Tier 3,Medium,Supermarket Type2,0.046043736,10.0,5.0,2,-3.0781635515918366,4.953133291824797
